ID,Chapter,Verse,Shloka,Transliteration,EngMeaning,HinMeaning,Purport
BG8.25,8,25,"धूमो रात्रिस्तथा कृष्णः षण्मासा दक्षिणायनम् |
तत्र चान्द्रमसं ज्योतिर्योगी प्राप्य निवर्तते ||८-२५||","dhūmo rātristathā kṛṣṇaḥ ṣaṇmāsā dakṣiṇāyanam .
tatra cāndramasaṃ jyotiryogī prāpya nivartate ||8-25||","।।8.25।। धूम, रात्रि, कृष्णपक्ष और दक्षिणायन के छः मास वाले मार्ग से चन्द्रमा की ज्योति को प्राप्त कर, योगी (संसार को) लौटता है।।","।।8.25।। धूम, रात्रि, कृष्णपक्ष और दक्षिणायन के छः मास वाले मार्ग से चन्द्रमा की ज्योति को प्राप्त कर, योगी (संसार को) लौटता है।।","8.25 Smoke, night, as also the dark fortnight and the six months of the Southern solstice-following this Path the yogi having reached the lunar light, returns."
BG8.26,8,26,"शुक्लकृष्णे गती ह्येते जगतः शाश्वते मते |
एकया यात्यनावृत्तिमन्ययावर्तते पुनः ||८-२६||","śuklakṛṣṇe gatī hyete jagataḥ śāśvate mate .
ekayā yātyanāvṛttimanyayāvartate punaḥ ||8-26||",।।8.26।। जगत् के ये दो प्रकार के शुक्ल और कृष्ण मार्ग सनातन माने गये हैं । इनमें एक (शुक्ल) के द्वारा (साधक) अपुनरावृत्ति को तथा अन्य (कृष्ण) के द्वारा पुनरावृत्ति को प्राप्त होता है।।,।।8.26।। जगत् के ये दो प्रकार के शुक्ल और कृष्ण मार्ग सनातन माने गये हैं । इनमें एक (शुक्ल) के द्वारा (साधक) अपुनरावृत्ति को तथा अन्य (कृष्ण) के द्वारा पुनरावृत्ति को प्राप्त होता है।।,"8.26 These two courses of the world, which are white and black, are verily considered eternal. By the one a man goes to the State of Non-return; by the other he returns again."
BG8.27,8,27,"नैते सृती पार्थ जानन्योगी मुह्यति कश्चन |
तस्मात्सर्वेषु कालेषु योगयुक्तो भवार्जुन ||८-२७||","naite sṛtī pārtha jānanyogī muhyati kaścana .
tasmātsarveṣu kāleṣu yogayukto bhavārjuna ||8-27||","।।8.27।। हे पार्थ इन दो मार्गों को (तत्त्व से) जानने वाला कोई भी योगी मोहित नहीं होता। इसलिए, हे अर्जुन ! तुम सब काल में योगयुक्त बनो।।","।।8.27।। हे पार्थ इन दो मार्गों को (तत्त्व से) जानने वाला कोई भी योगी मोहित नहीं होता। इसलिए, हे अर्जुन ! तुम सब काल में योगयुक्त बनो।।","8.27 O son of Prtha, no yogi [One steadfast in meditation.) whosoever has known these two courses becomes deluded. Therefore, O Arjuna, be you steadfast in yoga at all times."
BG8.28,8,28,"वेदेषु यज्ञेषु तपःसु चैव
दानेषु यत्पुण्यफलं प्रदिष्टम् |
अत्येति तत्सर्वमिदं विदित्वा
योगी परं स्थानमुपैति चाद्यम् ||८-२८||","vedeṣu yajñeṣu tapaḥsu caiva dāneṣu yatpuṇyaphalaṃ pradiṣṭam .
atyeti tatsarvamidaṃ viditvā yogī paraṃ sthānamupaiti cādyam ||8-28||","।।8.28।। योगी पुरुष यह सब (दोनों मार्गों के तत्त्व को) जानकर वेदाध्ययन, यज्ञ, तप और दान करने में जो पुण्य फल कहा गया है, उस सबका उल्लंघन कर जाता है और आद्य (सनातन), परम स्थान को प्राप्त होता है।।","।।8.28।। योगी पुरुष यह सब (दोनों मार्गों के तत्त्व को) जानकर वेदाध्ययन, यज्ञ, तप और दान करने में जो पुण्य फल कहा गया है, उस सबका उल्लंघन कर जाता है और आद्य (सनातन), परम स्थान को प्राप्त होता है।।","8.28 Having known this, the yogi transcends all those results of rigtheous deeds that are declared with regard to the Vedas, sacrifices, austerities and also charities, and he reaches the primordial supreme State."
BG9.1,9,1,"श्रीभगवानुवाच |
इदं तु ते गुह्यतमं प्रवक्ष्याम्यनसूयवे |
ज्ञानं विज्ञानसहितं यज्ज्ञात्वा मोक्ष्यसेऽशुभात् ||९-१||","śrībhagavānuvāca .
idaṃ tu te guhyatamaṃ pravakṣyāmyanasūyave .
jñānaṃ vijñānasahitaṃ yajjñātvā mokṣyase.aśubhāt ||9-1||","।।9.1।। श्रीभगवान् ने कहा -- तुम अनसूयु (दोष दृष्टि रहित) के लिए मैं इस गुह्यतम ज्ञान को विज्ञान के सहित कहूँगा, जिसको जानकर तुम अशुभ (संसार बंधन) से मुक्त हो जाओगे।।","।।9.1।। श्रीभगवान् ने कहा -- तुम अनसूयु (दोष दृष्टि रहित) के लिए मैं इस गुह्यतम ज्ञान को विज्ञान के सहित कहूँगा, जिसको जानकर तुम अशुभ (संसार बंधन) से मुक्त हो जाओगे।।","9.1 The Blessed Lord said  However, to you who are not given to cavilling I shall speak of this highest secret itself, which is Knowledge [Jnana may mean Brahman that is Consciousness, or Its knowledge gathered from the Vedas (paroksa-jnana). Vijnana is direct experience (aparoksa-jnana).] combined with experience, by realizing which you shall be free from evil."
BG9.2,9,2,"राजविद्या राजगुह्यं पवित्रमिदमुत्तमम् |
प्रत्यक्षावगमं धर्म्यं सुसुखं कर्तुमव्ययम् ||९-२||","rājavidyā rājaguhyaṃ pavitramidamuttamam .
pratyakṣāvagamaṃ dharmyaṃ susukhaṃ kartumavyayam ||9-2||","।।9.2।। यह ज्ञान राजविद्या (विद्याओं का राजा) और राजगुह्य (सब गुह्यों अर्थात् रहस्यों का राजा) एवं पवित्र, उत्तम, प्रत्यक्ष ज्ञानवाला और धर्मयुक्त है, तथा करने में सरल और अव्यय है।।","।।9.2।। यह ज्ञान राजविद्या (विद्याओं का राजा) और राजगुह्य (सब गुह्यों अर्थात् रहस्यों का राजा) एवं पवित्र, उत्तम, प्रत्यक्ष ज्ञानवाला और धर्मयुक्त है, तथा करने में सरल और अव्यय है।।","9.2 This is the Sovereign Knowledge, the Sovereign Profundity, the best sanctifire; directly realizable, righteous, very easy to practise and imperishable."
BG9.3,9,3,"अश्रद्दधानाः पुरुषा धर्मस्यास्य परन्तप |
अप्राप्य मां निवर्तन्ते मृत्युसंसारवर्त्मनि ||९-३||","aśraddadhānāḥ puruṣā dharmasyāsya parantapa .
aprāpya māṃ nivartante mṛtyusaṃsāravartmani ||9-3||",।।9.3।। हे परन्तप ! इस धर्म में श्रद्धारहित पुरुष मुझे प्राप्त न होकर मृत्युरूपी संसार में रहते हैं (भ्रमण करते हैं)।।,।।9.3।। हे परन्तप ! इस धर्म में श्रद्धारहित पुरुष मुझे प्राप्त न होकर मृत्युरूपी संसार में रहते हैं (भ्रमण करते हैं)।।,"9.3 O destroyer of foes, persons who are regardless of this Dharma (knowledge of the Self) certainly go round and round, without reaching Me, along the path of transmigration which is fraught with death."
BG9.4,9,4,"मया ततमिदं सर्वं जगदव्यक्तमूर्तिना |
मत्स्थानि सर्वभूतानि न चाहं तेष्ववस्थितः ||९-४||","mayā tatamidaṃ sarvaṃ jagadavyaktamūrtinā .
matsthāni sarvabhūtāni na cāhaṃ teṣvavasthitaḥ ||9-4||","।।9.4।। यह सम्पूर्ण जगत् मुझ (परमात्मा) के अव्यक्त स्वरूप से व्याप्त है; भूतमात्र मुझमें स्थित है, परन्तु मैं उनमें स्थित नहीं हूं।।","।।9.4।। यह सम्पूर्ण जगत् मुझ (परमात्मा) के अव्यक्त स्वरूप से व्याप्त है; भूतमात्र मुझमें स्थित है, परन्तु मैं उनमें स्थित नहीं हूं।।","9.4 This whole world is prevaded by Me in My unmanifest form. All beings exist in Me, but I am not contained in them!"
BG9.5,9,5,"न च मत्स्थानि भूतानि पश्य मे योगमैश्वरम् |
भूतभृन्न च भूतस्थो ममात्मा भूतभावनः ||९-५||","na ca matsthāni bhūtāni paśya me yogamaiśvaram .
bhūtabhṛnna ca bhūtastho mamātmā bhūtabhāvanaḥ ||9-5||",।।9.5।। और (वस्तुत:) भूतमात्र मुझ में स्थित नहीं है; मेरे ईश्वरीय योग को देखो कि भूतों को धारण करने वाली और भूतों को उत्पन्न करने वाली मेरी आत्मा उन भूतों में स्थित नहीं है।।,।।9.5।। और (वस्तुत:) भूतमात्र मुझ में स्थित नहीं है; मेरे ईश्वरीय योग को देखो कि भूतों को धारण करने वाली और भूतों को उत्पन्न करने वाली मेरी आत्मा उन भूतों में स्थित नहीं है।।,"9.5 Nor do the beings dwell in Me. Behod My divine Yoga! I am the sustainer and originator of beings, but My Self is not contained in the beings."
BG9.6,9,6,"यथाकाशस्थितो नित्यं वायुः सर्वत्रगो महान् |
तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय ||९-६||","yathākāśasthito nityaṃ vāyuḥ sarvatrago mahān .
tathā sarvāṇi bhūtāni matsthānītyupadhāraya ||9-6||","।।9.6।। जैसे सर्वत्र विचरण करने वाली महान् वायु सदा आकाश में स्थित रहती हैं, वैसे ही सम्पूर्ण भूत मुझमें स्थित हैं, ऐसा तुम जानो।।","।।9.6।। जैसे सर्वत्र विचरण करने वाली महान् वायु सदा आकाश में स्थित रहती हैं, वैसे ही सम्पूर्ण भूत मुझमें स्थित हैं, ऐसा तुम जानो।।","9.6 Understand thus that just as the voluminous wind moving everywhere is ever present in space, similarly all beings abide in Me."
BG9.7,9,7,"सर्वभूतानि कौन्तेय प्रकृतिं यान्ति मामिकाम् |
कल्पक्षये पुनस्तानि कल्पादौ विसृजाम्यहम् ||९-७||","sarvabhūtāni kaunteya prakṛtiṃ yānti māmikām .
kalpakṣaye punastāni kalpādau visṛjāmyaham ||9-7||",।।9.7।। हे कौन्तेय ! (एक) कल्प के अन्त में समस्त भूत मेरी प्रकृति को प्राप्त होते हैं; और (दूसरे) कल्प के प्रारम्भ में उनको मैं फिर रचता हूँ।।,।।9.7।। हे कौन्तेय ! (एक) कल्प के अन्त में समस्त भूत मेरी प्रकृति को प्राप्त होते हैं; और (दूसरे) कल्प के प्रारम्भ में उनको मैं फिर रचता हूँ।।,"9.7 O son Kunti, all the beings go back at the end of a cycle to My Prakrti. I project them forth again at the beginning of a cycle."
BG9.8,9,8,"प्रकृतिं स्वामवष्टभ्य विसृजामि पुनः पुनः |
भूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात् ||९-८||","prakṛtiṃ svāmavaṣṭabhya visṛjāmi punaḥ punaḥ .
bhūtagrāmamimaṃ kṛtsnamavaśaṃ prakṛtervaśāt ||9-8||",।।9.8।। प्रकृति को अपने वश में करके (अर्थात् उसे चेतनता प्रदान कर) स्वभाव के वश से परतन्त्र (अवश) हुए इस सम्पूर्ण भूत समुदाय को मैं पुन:-पुन: रचता हूँ।।,।।9.8।। प्रकृति को अपने वश में करके (अर्थात् उसे चेतनता प्रदान कर) स्वभाव के वश से परतन्त्र (अवश) हुए इस सम्पूर्ण भूत समुदाय को मैं पुन:-पुन: रचता हूँ।।,"9.8 Keeping My own prakrti under control, I project forth again and again the whole of this multitude of beings which are powerless owing to the influence of (their own) nature."
BG9.9,9,9,"न च मां तानि कर्माणि निबध्नन्ति धनञ्जय |
उदासीनवदासीनमसक्तं तेषु कर्मसु ||९-९||","na ca māṃ tāni karmāṇi nibadhnanti dhanañjaya .
udāsīnavadāsīnamasaktaṃ teṣu karmasu ||9-9||",।।9.9।। हे धनंजय ! उन कर्मों में आसक्ति रहित और उदासीन के समान स्थित मुझ (परमात्मा) को वे कर्म नहीं बांधते हैं।।,।।9.9।। हे धनंजय ! उन कर्मों में आसक्ति रहित और उदासीन के समान स्थित मुझ (परमात्मा) को वे कर्म नहीं बांधते हैं।।,"9.9 O Dhananjaya (Arjuna), nor do those actions bind Me, remaining (as I do) like one unconcerned with, and unattached to, those actions."
BG9.10,9,10,"मयाध्यक्षेण प्रकृतिः सूयते सचराचरम् |
हेतुनानेन कौन्तेय जगद्विपरिवर्तते ||९-१०||","mayādhyakṣeṇa prakṛtiḥ sūyate sacarācaram .
hetunānena kaunteya jagadviparivartate ||9-10||",।।9.10।। हे कौन्तेय ! मुझ अध्यक्ष के कारण ( अर्थात् मेरी अध्यक्षता में) प्रकृति चराचर जगत् को उत्पन्न करती है; इस कारण यह जगत् घूमता रहता है।।,।।9.10।। हे कौन्तेय ! मुझ अध्यक्ष के कारण ( अर्थात् मेरी अध्यक्षता में) प्रकृति चराचर जगत् को उत्पन्न करती है; इस कारण यह जगत् घूमता रहता है।।,"9.10 Under Me as the supervisor, the Prakrti produces (the world) of the moving and the non-moving things. Owing to this reason, O son of Kunti, the world revolves."
BG9.11,9,11,"अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम् |
परं भावमजानन्तो मम भूतमहेश्वरम् ||९-११||","avajānanti māṃ mūḍhā mānuṣīṃ tanumāśritam .
paraṃ bhāvamajānanto mama bhūtamaheśvaram ||9-11||",।।9.11।। समस्त भूतों के महान् ईश्वर रूप मेरे परम भाव को नहीं जानते हुए मूढ़ लोग मनुष्य शरीरधारी मुझ परमात्मा का अनादर करते हैं।।,।।9.11।। समस्त भूतों के महान् ईश्वर रूप मेरे परम भाव को नहीं जानते हुए मूढ़ लोग मनुष्य शरीरधारी मुझ परमात्मा का अनादर करते हैं।।,"9.11 Not knowing My supreme nature as the Lord of all beings, foolish people disregard Me who have taken a human body."
BG9.12,9,12,"मोघाशा मोघकर्माणो मोघज्ञाना विचेतसः |
राक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिताः ||९-१२||","moghāśā moghakarmāṇo moghajñānā vicetasaḥ .
rākṣasīmāsurīṃ caiva prakṛtiṃ mohinīṃ śritāḥ ||9-12||","।।9.12।। वृथा आशा, वृथा कर्म और वृथा ज्ञान वाले अविचारीजन राक्षसों के और असुरों के मोहित करने वाले स्वभाव को धारण किये रहते हैं।।","।।9.12।। वृथा आशा, वृथा कर्म और वृथा ज्ञान वाले अविचारीजन राक्षसों के और असुरों के मोहित करने वाले स्वभाव को धारण किये रहते हैं।।","9.12 Of vain hopes, of vain actions, of vain knowledge, and senseless, they become verily possessed of the deceptive disposition of fiends and demons."
BG9.13,9,13,"महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिताः |
भजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम् ||९-१३||","mahātmānastu māṃ pārtha daivīṃ prakṛtimāśritāḥ .
bhajantyananyamanaso jñātvā bhūtādimavyayam ||9-13||",।।9.13।। हे पार्थ ! परन्तु दैवी प्रकृति के आश्रित महात्मा पुरुष मुझे समस्त भूतों का आदिकारण और अव्ययस्वरूप जानकर अनन्यमन से युक्त होकर मुझे भजते हैं।।,।।9.13।। हे पार्थ ! परन्तु दैवी प्रकृति के आश्रित महात्मा पुरुष मुझे समस्त भूतों का आदिकारण और अव्ययस्वरूप जानकर अनन्यमन से युक्त होकर मुझे भजते हैं।।,"9.13 O son of Prtha, the noble ones, being possessed of divine nature, surely adore Me with single-mindedness, knowing Me as the immutable source of all objects."
BG9.14,9,14,"सततं कीर्तयन्तो मां यतन्तश्च दृढव्रताः |
नमस्यन्तश्च मां भक्त्या नित्ययुक्ता उपासते ||९-१४||","satataṃ kīrtayanto māṃ yatantaśca dṛḍhavratāḥ .
namasyantaśca māṃ bhaktyā nityayuktā upāsate ||9-14||","।।9.14।। सतत मेरा कीर्तन करते हुए, प्रयत्नशील, दढ़व्रती पुरुष मुझे नमस्कार करते हुए, नित्ययुक्त होकर भक्तिपूर्वक मेरी उपासना करते हैं।।","।।9.14।। सतत मेरा कीर्तन करते हुए, प्रयत्नशील, दढ़व्रती पुरुष मुझे नमस्कार करते हुए, नित्ययुक्त होकर भक्तिपूर्वक मेरी उपासना करते हैं।।","9.14 Always glorifying Me and striving, the men of firm vows worship Me by paying obeisance to Me and being ever endowed with devotion."
BG9.15,9,15,"ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते |
एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् ||९-१५||","jñānayajñena cāpyanye yajanto māmupāsate .
ekatvena pṛthaktvena bahudhā viśvatomukham ||9-15||","।।9.15।। कोई मुझे ज्ञानयज्ञ के द्वारा पूजन करते हुए एकत्वभाव से उपासते हैं, कोई पृथक भाव से, कोई बहुत प्रकार से मुझ विराट स्वरूप (विश्वतो मुखम्) को उपासते हैं।।","।।9.15।। कोई मुझे ज्ञानयज्ञ के द्वारा पूजन करते हुए एकत्वभाव से उपासते हैं, कोई पृथक भाव से, कोई बहुत प्रकार से मुझ विराट स्वरूप (विश्वतो मुखम्) को उपासते हैं।।","9.15 Others verily worship Me by adoring exclusively through the sacrifice of the knowledge of oneness; (others worship Me) multifariously, and (others) as the multiformed existing variously."
BG9.16,9,16,"अहं क्रतुरहं यज्ञः स्वधाहमहमौषधम् |
मन्त्रोऽहमहमेवाज्यमहमग्निरहं हुतम् ||९-१६||","ahaṃ kraturahaṃ yajñaḥ svadhāhamahamauṣadham .
mantro.ahamahamevājyamahamagnirahaṃ hutam ||9-16||","।।9.16।। मैं ऋक्रतु हूँ; मैं यज्ञ हूँ; स्वधा और औषध मैं हूँ, मैं मन्त्र हूँ, घी हूँ, मैं अग्नि हूँ और हुतं अर्थात् हवन कर्म मैं हूँ।।","।।9.16।। मैं ऋक्रतु हूँ; मैं यज्ञ हूँ; स्वधा और औषध मैं हूँ, मैं मन्त्र हूँ, घी हूँ, मैं अग्नि हूँ और हुतं अर्थात् हवन कर्म मैं हूँ।।","9.16 I am the kratu, I am the yajna, I am the svadha, I am the ausadha, I am the mantra, I Myself am the ajya, I am the fire, and I am the act of offering."
BG9.17,9,17,"पिताहमस्य जगतो माता धाता पितामहः |
वेद्यं पवित्रमोंकार ऋक्साम यजुरेव च ||९-१७||","pitāhamasya jagato mātā dhātā pitāmahaḥ .
vedyaṃ pavitramoṃkāra ṛksāma yajureva ca ||9-17||","।।9.17।। मैं ही इस जगत् का पिता, माता, धाता (धारण करने वाला) और पितामह हूँमैं वेद्य (जानने योग्य) वस्तु हूँ, पवित्र, ओंकार, ऋग्वेद, सामवेद और यजुर्वेद भी मैं ही हूँ।।","।।9.17।। मैं ही इस जगत् का पिता, माता, धाता (धारण करने वाला) और पितामह हूँमैं वेद्य (जानने योग्य) वस्तु हूँ, पवित्र, ओंकार, ऋग्वेद, सामवेद और यजुर्वेद भी मैं ही हूँ।।","9.17 Of this world I am the father, mother, ordainer, (and the), grand-father; I am the knowable, the sancitifier, the syllable Om as also Rk, Sama and Yajus."
BG9.18,9,18,"गतिर्भर्ता प्रभुः साक्षी निवासः शरणं सुहृत् |
प्रभवः प्रलयः स्थानं निधानं बीजमव्ययम् ||९-१८||","gatirbhartā prabhuḥ sākṣī nivāsaḥ śaraṇaṃ suhṛt .
prabhavaḥ pralayaḥ sthānaṃ nidhānaṃ bījamavyayam ||9-18||","।।9.18।। गति (लक्ष्य), भरण-पोषण करने वाला, प्रभु (स्वामी), साक्षी, निवास, शरणस्थान तथा मित्र और उत्पत्ति, प्रलयरूप तथा स्थान (आधार), निधान और अव्यय कारण भी मैं हूँ।।","।।9.18।। गति (लक्ष्य), भरण-पोषण करने वाला, प्रभु (स्वामी), साक्षी, निवास, शरणस्थान तथा मित्र और उत्पत्ति, प्रलयरूप तथा स्थान (आधार), निधान और अव्यय कारण भी मैं हूँ।।","9.18 (I am) the fruit of actions, the nourisher, the Lord, witness, abode, refuge, friend, origin, end, foundation, store and the imperishable seed."
BG9.19,9,19,"तपाम्यहमहं वर्षं निगृह्णाम्युत्सृजामि च |
अमृतं चैव मृत्युश्च सदसच्चाहमर्जुन ||९-१९||","tapāmyahamahaṃ varṣaṃ nigṛhṇāmyutsṛjāmi ca .
amṛtaṃ caiva mṛtyuśca sadasaccāhamarjuna ||9-19||",।।9.19।। हे अर्जुन ! मैं ही (सूर्य रूप में) तपता हूँ; मैं वर्षा का निग्रह और उत्सर्जन करता हूँ। मैं ही अमृत और मृत्यु एवं सत् और असत् हूँ।।,।।9.19।। हे अर्जुन ! मैं ही (सूर्य रूप में) तपता हूँ; मैं वर्षा का निग्रह और उत्सर्जन करता हूँ। मैं ही अमृत और मृत्यु एवं सत् और असत् हूँ।।,"9.19 O Arjuna, I give heat, I withhold and pour down rain. I am verily the nectar, and also death existence and nonexistence."
BG9.20,9,20,"त्रैविद्या मां सोमपाः पूतपापा
यज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते |
ते पुण्यमासाद्य सुरेन्द्रलोक-
मश्नन्ति दिव्यान्दिवि देवभोगान् ||९-२०||","traividyā māṃ somapāḥ pūtapāpā yajñairiṣṭvā svargatiṃ prārthayante .
te puṇyamāsādya surendralokaṃ aśnanti divyāndivi devabhogān ||9-20||","।।9.20।। तीनों वेदों के ज्ञाता (वेदोक्त सकाम कर्म करने वाले), सोमपान करने वाले एवं पापों से पवित्र हुए पुरुष मुझे यज्ञों के द्वारा पूजकर स्वर्ग प्राप्ति चाहते हैं; वे पुरुष अपने पुण्यों के फलरूप इन्द्रलोक को प्राप्त कर स्वर्ग में दिव्य देवताओं के भोग भोगते हैं।।","।।9.20।। तीनों वेदों के ज्ञाता (वेदोक्त सकाम कर्म करने वाले), सोमपान करने वाले एवं पापों से पवित्र हुए पुरुष मुझे यज्ञों के द्वारा पूजकर स्वर्ग प्राप्ति चाहते हैं; वे पुरुष अपने पुण्यों के फलरूप इन्द्रलोक को प्राप्त कर स्वर्ग में दिव्य देवताओं के भोग भोगते हैं।।","9.20 Those who are versed in the Vedas, who are drinkers of Soma and are purified of sin, pray for the heavenly goal by worshipping Me through sacrifices. Having reached the place (world) of the king of gods, which is the result of righteousness, they enjoy in heaven th divine pleasure of gods."
BG9.21,9,21,"ते तं भुक्त्वा स्वर्गलोकं विशालं
क्षीणे पुण्ये मर्त्यलोकं विशन्ति |
एवं त्रयीधर्ममनुप्रपन्ना
गतागतं कामकामा लभन्ते ||९-२१||","te taṃ bhuktvā svargalokaṃ viśālaṃ kṣīṇe puṇye martyalokaṃ viśanti .
evaṃ trayīdharmamanuprapannā gatāgataṃ kāmakāmā labhante ||9-21||","।।9.21।। वे उस विशाल स्वर्गलोक को भोगकर, पुण्यक्षीण होने पर, मृत्युलोक को प्राप्त होते हैं। इस प्रकार तीनों वेदों में कहे गये कर्म के शरण हुए और भोगों की कामना वाले पुरुष आवागमन (गतागत) को प्राप्त होते हैं।।","।।9.21।। वे उस विशाल स्वर्गलोक को भोगकर, पुण्यक्षीण होने पर, मृत्युलोक को प्राप्त होते हैं। इस प्रकार तीनों वेदों में कहे गये कर्म के शरण हुए और भोगों की कामना वाले पुरुष आवागमन (गतागत) को प्राप्त होते हैं।।","9.21 After having enjoyed that vast heavenly world, they enter into the human world on the exhaustion of their merit. Thus, those who follow the rites and duties prescribed in the three Vedas, and are desirous of pleasures, attain the state of going and returning."
BG9.22,9,22,"अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते |
तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् ||९-२२||","ananyāścintayanto māṃ ye janāḥ paryupāsate .
teṣāṃ nityābhiyuktānāṃ yogakṣemaṃ vahāmyaham ||9-22||","।।9.22।। अनन्य भाव से मेरा चिन्तन करते हुए जो भक्तजन मेरी ही उपासना करते हैं, उन नित्ययुक्त पुरुषों का योगक्षेम मैं वहन करता हूँ।।","।।9.22।। अनन्य भाव से मेरा चिन्तन करते हुए जो भक्तजन मेरी ही उपासना करते हैं, उन नित्ययुक्त पुरुषों का योगक्षेम मैं वहन करता हूँ।।","9.22 Those persons who, becoming non-different from Me and meditative, worship Me everywhere, for them, who are ever attached (to Me), I arrange for securing what they lack and preserving what they have."
BG9.23,9,23,"येऽप्यन्यदेवता भक्ता यजन्ते श्रद्धयान्विताः |
तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् ||९-२३||","ye.apyanyadevatābhaktā yajante śraddhayānvitāḥ .
te.api māmeva kaunteya yajantyavidhipūrvakam ||9-23||","।।9.23।। हे कौन्तेय ! श्रद्धा से युक्त जो भक्त अन्य देवताओं को पूजते हैं, वे भी मुझे ही अविधिपूर्वक पूजते हैं।।","।।9.23।। हे कौन्तेय ! श्रद्धा से युक्त जो भक्त अन्य देवताओं को पूजते हैं, वे भी मुझे ही अविधिपूर्वक पूजते हैं।।","9.23 Even those who, being devoted to other deities and endowed with faith, worship (them), they also, O son of Kunti, worship Me alone (though) following the wrong method."
BG9.24,9,24,"अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च |
न तु मामभिजानन्ति तत्त्वेनातश्च्यवन्ति ते ||९-२४||","ahaṃ hi sarvayajñānāṃ bhoktā ca prabhureva ca .
na tu māmabhijānanti tattvenātaścyavanti te ||9-24||","।।9.24।। क्योंकि सब यज्ञों का भोक्ता और स्वामी मैं ही हूँ, परन्तु वे मुझे तत्त्वत: नहीं जानते हैं, इसलिए वे गिरते हैं, अर्थात् संसार को प्राप्त होते हैं।।","।।9.24।। क्योंकि सब यज्ञों का भोक्ता और स्वामी मैं ही हूँ, परन्तु वे मुझे तत्त्वत: नहीं जानते हैं, इसलिए वे गिरते हैं, अर्थात् संसार को प्राप्त होते हैं।।",9.24 I indeed am the enjoyer as also the Lord of all sacrifices; but they do not know Me in reality. Therefore they fall.
BG9.25,9,25,"यान्ति देवव्रता देवान्पितॄन्यान्ति पितृव्रताः |
भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् ||९-२५||","yānti devavratā devānpitṝnyānti pitṛvratāḥ .
bhūtāni yānti bhūtejyā yānti madyājino.api mām ||9-25||","।।9.25।। देवताओं के पूजक देवताओं को प्राप्त होते हैं, पितरपूजक पितरों को जाते हैं, भूतों का यजन करने वाले भूतों को प्राप्त होते हैं और मुझे पूजने वाले भक्त मुझे ही प्राप्त होते हैं।।","।।9.25।। देवताओं के पूजक देवताओं को प्राप्त होते हैं, पितरपूजक पितरों को जाते हैं, भूतों का यजन करने वाले भूतों को प्राप्त होते हैं और मुझे पूजने वाले भक्त मुझे ही प्राप्त होते हैं।।",9.25 Votaries of the gods reach the gods; the votarites of the manes go to the manes; the worshippers of the Beings reach the Beings; and those who worship Me reach Me.
BG9.26,9,26,"पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति |
तदहं भक्त्युपहृतमश्नामि प्रयतात्मनः ||९-२६||","patraṃ puṣpaṃ phalaṃ toyaṃ yo me bhaktyā prayacchati .
tadahaṃ bhaktyupahṛtamaśnāmi prayatātmanaḥ ||9-26||","।।9.26।। जो कोई भी भक्त मेरे लिए पत्र, पुष्प, फल, जल आदि भक्ति से अर्पण करता है, उस शुद्ध मन के भक्त का वह भक्तिपूर्वक अर्पण किया हुआ (पत्र पुष्पादि) मैं भोगता हूँ अर्थात् स्वीकार करता हूँ।।","।।9.26।। जो कोई भी भक्त मेरे लिए पत्र, पुष्प, फल, जल आदि भक्ति से अर्पण करता है, उस शुद्ध मन के भक्त का वह भक्तिपूर्वक अर्पण किया हुआ (पत्र पुष्पादि) मैं भोगता हूँ अर्थात् स्वीकार करता हूँ।।","9.26 Whoever offers Me with devotion-a leaf, a flower, a fruit, or water, I accept that (gift) of the pure-hearted man which has been devotionally presented."
BG9.27,9,27,"यत्करोषि यदश्नासि यज्जुहोषि ददासि यत् |
यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् ||९-२७||","yatkaroṣi yadaśnāsi yajjuhoṣi dadāsi yat .
yattapasyasi kaunteya tatkuruṣva madarpaṇam ||9-27||","।।9.27।। हे कौन्तेय ! तुम जो कुछ कर्म करते हो, जो कुछ खाते हो, जो कुछ हवन करते हो, जो कुछ दान देते हो और जो कुछ तप करते हो, वह सब तुम मुझे अर्पण करो।।","।।9.27।। हे कौन्तेय ! तुम जो कुछ कर्म करते हो, जो कुछ खाते हो, जो कुछ हवन करते हो, जो कुछ दान देते हो और जो कुछ तप करते हो, वह सब तुम मुझे अर्पण करो।।","9.27 O son of Kunti, whatever you do, whatever you eat, whatever you offer as a sacrifice, whatever you give and whatever austerities you undertake, (all) that you offer to Me."
